stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening C:\Users\user\Desktop\Tower\bin\Debug\allegro5.cfg r
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07756] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07758] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07759] added dtor for sample_instance 0000000000E5D410, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07761] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07762] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07763] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07764] added dtor for sample_instance 0000000000E5D770, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07766] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07767] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07768] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07770] added dtor for sample_instance 0000000000E5C210, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07771] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07772] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07774] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07775] added dtor for sample_instance 0000000000E5D650, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07776] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07778] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07779] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07780] added dtor for sample_instance 0000000000E5C330, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07782] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07783] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07784] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07785] added dtor for sample_instance 0000000000E5C8D0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07787] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07788] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07789] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07791] added dtor for sample_instance 0000000000E5D9B0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07792] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07793] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07794] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07796] added dtor for sample_instance 0000000000E5D890, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07797] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07798] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07800] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07801] added dtor for sample_instance 0000000000E5BC70, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07802] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07804] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07805] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07806] added dtor for sample_instance 0000000000E5BD90, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07808] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07809] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07810] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07813] added dtor for sample_instance 0000000000E600F0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07815] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07816] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07817] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07818] added dtor for sample_instance 0000000000E60330, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07820] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07821] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07822] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07824] added dtor for sample_instance 0000000000E5F7F0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07825] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07826] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07827] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07829] added dtor for sample_instance 0000000000E5F6D0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07830] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07831] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07833] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07834] added dtor for sample_instance 0000000000E5F5B0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07835] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07836] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07838] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07839] added dtor for sample_instance 0000000000E5F490, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07840] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07842] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07843] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07844] added dtor for sample_instance 0000000000E5F130, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07846] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07847] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07848] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07849] added dtor for sample_instance 0000000000E5F250, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07851] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07852] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07853] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07855] added dtor for sample_instance 0000000000E5F910, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07856] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07857] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07858] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07860] added dtor for sample_instance 0000000000E60450, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07862] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07863] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07864] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07866] added dtor for sample_instance 0000000000E60570, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07867] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07868] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07869] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07871] added dtor for sample_instance 0000000000E609F0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07872] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07874] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07875] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07876] added dtor for sample_instance 0000000000E5F370, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07878] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07879] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07880] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07882] added dtor for sample_instance 0000000000E60690, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07883] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07884] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07886] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07887] added dtor for sample_instance 0000000000E608D0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07888] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07890] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07891] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07892] added dtor for sample_instance 0000000000E60210, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07894] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07895] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07896] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07898] added dtor for sample_instance 0000000000E5FA30, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07899] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07900] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07901] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07903] added dtor for sample_instance 0000000000E5FB50, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07904] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07905] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07907] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07908] added dtor for sample_instance 0000000000E5EEF0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07909] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07911] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07912] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.07914] added dtor for sample_instance 0000000000E607B0, func 0000000061BE0583
